710	300	280	800	450	640	320	860	270	670	520	700	750	640	410	550	560	570	900	230	430	430	520	760	830	280	210	780	550	370	470	340	120	760	370	900	160	700	640	510	350	300	180	620	890	200	770	750	640	870	800	280	420	200	690	550	350	650	700	370	730	120	890	470
700	230	790	290	340	940	730	540	340	990	470	130	830	350	930	990	690	990	810	530	360	810	180	670	610	790	850	400	350	910	930	420	270	390	720	580	210	610	300	630	550	280	660	860	460	890	260	310	210	350	830	490	270	640	660	620	260	590	150	310	610	180	930	520
860	790	360	490	360	260	130	740	800	560	240	510	800	490	730	500	230	740	660	470	420	730	630	640	470	710	200	550	470	280	970	200	970	970	670	770	280	940	110	710	630	890	670	480	900	430	160	740	670	470	250	580	230	370	140	140	960	700	170	920	740	350	420	300
840	130	930	510	870	370	600	930	950	130	210	450	320	600	990	770	650	780	350	340	930	880	340	890	190	140	710	100	440	150	540	210	100	170	660	790	590	370	930	140	350	920	860	500	500	510	870	110	680	430	560	100	630	530	450	960	930	790	240	760	590	890	120	180
400	210	100	760	910	330	750	240	110	600	460	730	960	700	120	100	280	840	910	340	520	960	860	550	480	210	870	560	880	870	650	450	970	730	950	820	300	740	630	970	380	710	130	990	330	990	390	820	160	240	550	800	800	590	840	520	510	630	940	500	130	980	940	950
510	100	870	380	520	550	140	530	550	860	720	850	260	620	680	660	660	360	740	730	570	930	320	740	490	980	660	680	330	530	570	200	410	390	170	380	410	360	110	630	320	390	700	920	100	280	160	210	820	100	490	630	550	550	170	990	170	780	940	610	430	310	230	100
900	750	970	130	470	250	940	300	900	850	330	730	310	760	900	220	520	850	550	250	560	860	450	130	630	310	700	320	270	210	770	920	990	880	340	300	640	950	950	990	810	100	180	280	560	820	420	640	420	990	290	570	690	940	120	310	490	650	780	220	940	120	960	180
670	710	460	260	480	830	270	350	700	130	620	650	680	730	750	800	850	100	770	320	910	850	910	590	810	120	380	860	600	560	260	640	160	470	120	690	770	740	120	110	950	680	120	550	560	320	580	810	790	860	540	680	270	490	450	830	710	490	510	940	620	470	380	690
550	530	410	680	890	290	390	830	540	580	510	850	220	880	600	350	540	320	900	840	530	730	110	610	910	330	130	200	280	670	710	270	900	270	590	800	480	680	250	970	170	430	780	780	620	810	100	850	730	700	450	290	390	280	550	230	790	100	940	710	390	110	840	110
940	470	340	110	320	360	160	970	690	230	620	710	540	480	590	670	160	600	690	580	360	130	850	180	270	580	820	400	880	950	150	960	300	990	210	990	670	750	120	770	880	990	650	740	350	340	650	390	410	920	570	970	130	130	970	930	610	630	290	850	890	140	180	970
