110	170	900	950	200	970	900	630	710	140	670	750	230	180	790	580	940	590	110	710	400	720	380	660	750	950	160	110	290	960	310	680	590	310	180	210	680	370	310	610	480	320	750	500	900	160	230	730	870	930	280	110	510	580	420	980	130	750	130	260	530	140	510	660
950	540	880	540	220	760	740	880	880	300	680	160	830	170	400	410	750	780	680	330	830	440	250	660	710	840	990	760	290	410	490	280	640	490	690	160	690	280	930	210	300	230	370	980	100	260	430	180	170	130	130	440	390	660	260	460	960	690	990	200	800	570	950	420
880	370	100	170	390	900	980	960	620	180	870	290	190	970	410	500	240	750	210	980	490	900	110	770	450	460	500	100	910	200	900	450	110	830	970	330	510	740	260	270	760	850	130	420	910	430	990	780	640	150	900	880	710	860	870	750	230	570	790	200	390	330	530	830
780	470	880	970	370	120	540	350	610	890	410	300	380	920	950	380	750	110	650	810	890	340	740	740	870	930	440	750	610	150	870	240	740	720	350	100	420	400	950	180	650	180	160	120	630	430	260	860	520	910	860	690	730	510	670	890	660	600	830	230	960	780	340	660
410	990	290	640	900	890	110	800	910	630	720	590	940	460	440	840	240	800	990	900	270	790	610	380	810	430	650	140	330	720	810	920	580	130	190	790	830	900	980	820	390	460	190	750	930	410	630	140	600	390	930	300	900	730	970	480	700	820	340	700	490	950	350	500
330	910	540	890	910	260	600	290	560	680	760	140	370	320	120	150	910	980	390	490	410	870	860	430	780	190	750	700	310	630	210	510	220	190	920	770	570	890	560	490	490	370	530	200	760	950	560	800	440	760	680	430	260	170	130	140	200	210	360	860	370	520	690	640
530	790	100	270	400	570	680	190	210	710	490	520	180	790	790	170	590	420	290	730	630	980	350	720	990	260	500	110	190	530	290	910	730	750	200	870	310	460	820	410	390	890	260	820	470	190	340	950	980	650	350	360	210	170	880	920	800	230	440	420	330	800	330	450
340	570	770	330	970	610	670	570	250	740	910	620	650	340	580	450	600	360	740	390	690	450	960	210	210	310	790	200	610	610	900	820	240	730	980	830	820	920	400	520	540	210	910	630	470	520	860	670	210	820	930	730	130	290	740	900	670	730	660	340	240	510	680	740
730	680	190	140	930	980	180	330	800	380	330	350	170	410	240	460	570	470	470	810	340	150	930	190	550	740	160	530	890	640	140	990	880	750	990	470	720	110	900	510	190	570	580	750	590	790	650	650	420	380	620	940	640	780	540	670	690	190	340	740	280	850	650	430
200	140	170	280	180	600	790	300	760	500	410	350	790	700	150	790	440	780	620	630	560	670	590	530	580	820	960	870	330	300	270	320	310	850	450	540	700	790	870	730	940	180	750	500	780	110	820	400	850	470	120	620	770	990	610	690	810	620	780	630	410	200	810	920
